FFP_DATE,LOAD_TIME,FLIGHT_COUNT,SEG_KM_SUM,LAST_TO_END,avg_discount
2012/4/20,2014/3/31,2,5421,208,0.668917174
2010/5/11,2014/3/31,4,4764,477,0.761125105
2011/8/18,2014/3/31,2,4801,620,0.755217663
2012/3/25,2014/3/31,5,3800,76,0.954105263
2008/7/28,2014/3/31,5,5011,105,0.723460387
2006/6/24,2014/3/31,3,4682,413,0.774295173
2008/11/15,2014/3/31,4,5472,382,0.6625
2012/7/19,2014/3/31,5,4095,419,0.885164835
2007/10/11,2014/3/31,5,6050,167,0.599130579
2009/8/1,2014/3/31,7,4613,398,0.785714286
2012/8/10,2014/3/31,6,5579,41,0.64966123
2011/12/16,2014/3/31,3,6063,67,0.597768431
2007/7/5,2014/3/31,4,6528,4,0.555177696
2013/1/17,2014/3/31,5,3791,209,0.955874439
2008/7/11,2014/3/31,6,8849,221,0.409481297
2012/7/5,2014/3/31,5,10576,375,0.342615356
2012/4/16,2014/3/31,5,4306,338,0.841430562
2009/9/4,2014/3/31,3,3924,200,0.923333333
2012/8/27,2014/3/31,3,4588,27,0.789524847
2011/12/2,2014/3/31,4,5288,83,0.685003782
2011/8/29,2014/3/31,8,8952,21,0.404606792
2012/12/26,2014/3/31,4,5183,401,0.698784488
2011/4/27,2014/3/31,6,8425,77,0.429865875
2009/3/19,2014/3/31,2,4092,45,0.885
2009/9/8,2014/3/31,6,4327,198,0.836926277
2013/3/12,2014/3/31,4,5092,303,0.711152789
2007/6/10,2014/3/31,4,4712,284,0.768476231
2013/3/14,2014/3/31,2,7061,8,0.512818298
2011/8/11,2014/3/31,4,5092,220,0.71108209
2009/10/29,2014/3/31,2,3879,177,0.933384893
2007/11/25,2014/3/31,4,4424,161,0.818390597
2013/2/12,2014/3/31,4,4445,68,0.814497188
2012/6/29,2014/3/31,4,4362,554,0.829986245
2012/12/27,2014/3/31,6,6599,35,0.548625549
2012/8/2,2014/3/31,3,5230,594,0.692208413
2012/1/2,2014/3/31,7,18702,481,0.193546145
2009/11/6,2014/3/31,3,4774,440,0.758190197
2011/12/9,2014/3/31,3,4374,434,0.827514861
2011/12/24,2014/3/31,25,4600,11,0.7868
2008/10/26,2014/3/31,5,5458,22,0.663092708
2009/8/30,2014/3/31,2,3720,565,0.972849462
2010/7/4,2014/3/31,6,4859,34,0.744797283
2012/8/3,2014/3/31,3,9047,547,0.4
2010/9/4,2014/3/31,8,4322,145,0.837246645
2010/11/11,2014/3/31,3,4856,523,0.74511944
2009/7/18,2014/3/31,6,8347,99,0.433473104
2012/9/30,2014/3/31,3,9357,164,0.386666667
2009/11/1,2014/3/31,2,2412,458,1.5
2007/7/6,2014/3/31,4,4022,278,0.89949279
2007/9/8,2014/3/31,5,4729,142,0.764912244
2008/10/27,2014/3/31,3,5549,344,0.651865201
2010/11/23,2014/3/31,5,5051,145,0.716089883
2012/6/14,2014/3/31,4,5992,148,0.603593124
2011/11/1,2014/3/31,4,5355,145,0.675335201
2007/6/22,2014/3/31,5,5248,5,0.689091082
2013/2/12,2014/3/31,8,9016,20,0.40109472
2012/12/26,2014/3/31,4,4148,109,0.871788814
2011/12/16,2014/3/31,3,4639,693,0.779478336
2012/9/3,2014/3/31,3,3527,404,1.025163028
2012/10/24,2014/3/31,6,5698,70,0.634563005
2008/4/17,2014/3/31,6,6380,174,0.566711599
2008/7/16,2014/3/31,4,4075,119,0.887229448
2012/4/10,2014/3/31,6,5019,26,0.720201235
2008/3/8,2014/3/31,3,4272,17,0.846123596
2008/7/15,2014/3/31,3,4170,321,0.866666667
2007/10/9,2014/3/31,4,4954,208,0.729495357
2005/6/9,2014/3/31,5,3987,342,0.906395786
2013/3/17,2014/3/31,6,7366,12,0.490557969
2004/12/7,2014/3/31,7,8973,629,0.402691408
2007/1/21,2014/3/31,5,7586,94,0.476291853
2011/9/20,2014/3/31,4,4461,2,0.809892401
2012/6/26,2014/3/31,3,6774,342,0.533333333
2011/10/23,2014/3/31,8,8243,50,0.438253063
2008/3/20,2014/3/31,3,5656,23,0.638700495
2010/10/18,2014/3/31,5,5627,121,0.641915763
2011/6/7,2014/3/31,5,4470,222,0.808042506
2012/2/6,2014/3/31,5,5715,50,0.632012248
2010/4/22,2014/3/31,5,6914,119,0.522389355
2013/2/26,2014/3/31,5,5661,17,0.637991521
2006/2/26,2014/3/31,6,8127,37,0.444377999
2013/1/15,2014/3/31,7,6130,26,0.589073409
2010/10/18,2014/3/31,5,4665,16,0.774
2008/12/11,2014/3/31,4,3893,285,0.927400462
2006/12/20,2014/3/31,9,7848,16,0.46
2009/3/28,2014/3/31,5,5063,155,0.713002173
2012/9/26,2014/3/31,5,4643,32,0.777462847
2006/8/15,2014/3/31,2,5684,78,0.635
2007/8/1,2014/3/31,8,9560,17,0.3775
2013/2/26,2014/3/31,3,6430,62,0.56125972
2009/9/24,2014/3/31,4,5312,47,0.679378765
2012/1/16,2014/3/31,4,5318,345,0.678582174
2007/8/25,2014/3/31,5,5381,179,0.670628136
2012/10/16,2014/3/31,5,5848,275,0.617067373
2009/3/15,2014/3/31,3,5518,241,0.653947082
2010/9/26,2014/3/31,4,4239,207,0.851082803
2012/11/28,2014/3/31,2,4044,411,0.892000495
2005/10/7,2014/3/31,2,5344,53,0.675
2012/8/28,2014/3/31,2,5344,122,0.675
2012/4/26,2014/3/31,3,2939,155,1.227349439
2005/8/22,2014/3/31,5,6431,99,0.560898772
2011/8/30,2014/3/31,4,5989,170,0.602245784
2005/7/3,2014/3/31,3,6122,2,0.589131003
2012/6/4,2014/3/31,6,5056,86,0.713314873
2007/12/14,2014/3/31,3,5027,396,0.717366222
2009/3/16,2014/3/31,6,6748,98,0.534407232
2010/12/20,2014/3/31,5,7129,105,0.50584514
2008/4/1,2014/3/31,6,6140,19,0.587314332
2012/4/24,2014/3/31,2,5342,694,0.675
2010/8/8,2014/3/31,2,5342,543,0.675
2012/11/12,2014/3/31,4,4796,220,0.751818182
2012/11/20,2014/3/31,3,4830,15,0.746507246
2011/4/3,2014/3/31,5,6100,134,0.591081967
2011/3/21,2014/3/31,4,6350,96,0.56779685
2012/6/16,2014/3/31,6,6271,90,0.574933822
2012/8/11,2014/3/31,4,5546,584,0.650054093
2012/8/10,2014/3/31,2,4506,599,0.8
2013/2/13,2014/3/31,4,7378,20,0.488552453
2005/11/30,2014/3/31,2,3275,384,1.100610687
2010/4/7,2014/3/31,6,4485,95,0.803663322
2009/2/17,2014/3/31,7,7543,494,0.477813867
2011/9/7,2014/3/31,3,5528,282,0.651966353
2012/5/30,2014/3/31,6,5129,349,0.702661337
2012/11/7,2014/3/31,4,5414,34,0.665672331
2013/3/26,2014/3/31,12,8294,182,0.434486376
2009/12/23,2014/3/31,2,4957,591,0.726951785
2012/5/13,2014/3/31,3,7934,190,0.45417696
2008/12/16,2014/3/31,4,4774,432,0.754796816
2009/5/30,2014/3/31,3,4940,561,0.729352227
2012/4/28,2014/3/31,6,6320,188,0.569936709
2013/1/21,2014/3/31,7,7329,12,0.491428571
2013/2/4,2014/3/31,4,4362,228,0.825676295
2010/4/3,2014/3/31,5,8247,87,0.436716382
2013/3/10,2014/3/31,4,5394,119,0.66769188
2008/10/25,2014/3/31,8,6734,46,0.534787645
2007/6/9,2014/3/31,3,4494,65,0.801332888
2010/3/18,2014/3/31,7,3634,1,0.99096863
2012/3/15,2014/3/31,3,6184,2,0.582242885
2007/8/13,2014/3/31,3,4338,96,0.83
2012/3/14,2014/3/31,3,4583,555,0.785620772
2005/11/5,2014/3/31,2,5659,110,0.636172469
2007/6/21,2014/3/31,2,4500,417,0.8
2009/9/18,2014/3/31,2,4500,417,0.8
2011/1/14,2014/3/31,3,5651,176,0.637019996
2012/9/1,2014/3/31,7,5149,201,0.699102738
2013/3/15,2014/3/31,6,5364,121,0.671077554
2010/11/29,2014/3/31,4,4508,50,0.798431677
2011/6/1,2014/3/31,2,4644,487,0.775
2012/9/13,2014/3/31,2,4644,522,0.775
2008/6/25,2014/3/31,4,4997,375,0.720212127
2008/6/30,2014/3/31,5,5699,28,0.631451132
2010/9/14,2014/3/31,6,6692,141,0.53772116
2012/11/29,2014/3/31,4,5229,402,0.688085676
2009/3/2,2014/3/31,2,6600,231,0.545
2009/12/26,2014/3/31,4,4789,156,0.751089998
2013/1/20,2014/3/31,4,5298,109,0.678924122
2012/8/1,2014/3/31,3,7849,48,0.458252007
2011/3/30,2014/3/31,5,6093,32,0.590228131
2011/11/29,2014/3/31,5,5615,109,0.640427427
2006/9/26,2014/3/31,5,4866,93,0.739001233
2012/3/29,2014/3/31,4,5822,584,0.61762281
2007/10/12,2014/3/31,5,7571,383,0.474891032
2009/11/26,2014/3/31,6,4871,222,0.738082529
2008/10/30,2014/3/31,4,4836,271,0.74337469
2009/2/13,2014/3/31,2,5942,136,0.605
2011/12/12,2014/3/31,2,5942,141,0.605
2011/12/6,2014/3/31,4,3445,172,1.043489115
2010/11/7,2014/3/31,5,7069,363,0.508523129
2008/12/11,2014/3/31,2,3235,108,1.111180835
2012/5/11,2014/3/31,3,4129,365,0.870573989
2012/7/3,2014/3/31,3,4514,549,0.796245016
2008/6/10,2014/3/31,6,4526,337,0.793935042
2011/8/4,2014/3/31,4,5900,247,0.609033898
2013/3/15,2014/3/31,3,5053,187,0.711104294
2012/9/6,2014/3/31,5,5152,166,0.697414596
2005/7/13,2014/3/31,3,4665,477,0.770203644
2012/10/6,2014/3/31,6,5129,259,0.70044843
2012/3/6,2014/3/31,5,4435,269,0.81
2011/6/29,2014/3/31,5,4665,100,0.77
2011/12/22,2014/3/31,3,4708,4,0.762958794
2006/6/28,2014/3/31,4,5898,172,0.609021702
2007/10/28,2014/3/31,2,3682,693,0.975448126
2011/7/19,2014/3/31,2,5840,164,0.615
2012/8/21,2014/3/31,7,5287,321,0.679307736
2008/1/12,2014/3/31,4,5504,4,0.6525
2012/10/5,2014/3/31,3,4216,12,0.851805028
2012/10/18,2014/3/31,6,10073,24,0.356517423
2011/9/21,2014/3/31,6,5038,216,0.712808654
2012/9/2,2014/3/31,2,5130,569,0.7
2010/11/8,2014/3/31,3,6122,68,0.586573015
2011/9/28,2014/3/31,2,6840,613,0.525
2007/5/19,2014/3/31,5,7529,227,0.476918581
2013/2/11,2014/3/31,6,5435,99,0.660629255
2013/1/2,2014/3/31,3,7716,52,0.46533437
2011/8/14,2014/3/31,7,7750,172,0.463274839
2011/5/9,2014/3/31,3,4446,326,0.807467386
2012/10/8,2014/3/31,6,5754,438,0.62389642
2012/9/21,2014/3/31,2,4175,121,0.859798802
2012/5/15,2014/3/31,4,4160,44,0.862829327
2008/11/1,2014/3/31,6,6149,471,0.583672142
2005/12/1,2014/3/31,6,3894,27,0.921666667
2007/5/5,2014/3/31,7,8512,38,0.421611842
2012/11/5,2014/3/31,7,4384,70,0.818578923
2012/12/11,2014/3/31,4,5503,200,0.652097038
2009/9/30,2014/3/31,4,6684,632,0.536856673
2012/4/11,2014/3/31,7,5294,69,0.677752172
2013/1/15,2014/3/31,2,5267,219,0.681203721
2011/11/10,2014/3/31,5,4266,628,0.841022035
2006/3/28,2014/3/31,5,5595,172,0.641218945
2006/9/1,2014/3/31,5,6542,274,0.548394986
2010/2/22,2014/3/31,4,5109,326,0.702182423
2009/3/23,2014/3/31,2,4570,216,0.785
2010/3/26,2014/3/31,2,4757,605,0.754046668
2011/11/21,2014/3/31,2,6238,395,0.575
2012/2/13,2014/3/31,4,4688,596,0.765059727
2008/4/29,2014/3/31,3,5031,511,0.71290002
2009/8/6,2014/3/31,5,3729,216,0.961769912
2009/7/12,2014/3/31,5,5180,179,0.692349421
2013/3/13,2014/3/31,3,5334,7,0.672339708
2012/8/16,2014/3/31,4,4571,510,0.784565741
2010/10/7,2014/3/31,4,6104,395,0.5875
2012/10/16,2014/3/31,4,4206,60,0.852612934
2009/9/11,2014/3/31,3,6252,81,0.573590851
2008/6/19,2014/3/31,3,6292,9,0.569917355
2011/8/27,2014/3/31,3,5170,116,0.693531915
2012/6/9,2014/3/31,3,6522,658,0.54974701
2012/8/25,2014/3/31,3,3222,175,1.112743637
2007/9/17,2014/3/31,2,5351,34,0.67
2011/12/6,2014/3/31,4,6430,238,0.557567652
2005/6/27,2014/3/31,2,2429,41,1.475953067
2009/4/26,2014/3/31,5,7818,78,0.458567409
2008/6/14,2014/3/31,2,2390,381,1.5
2013/3/30,2014/3/31,6,8021,212,0.446948011
2013/3/8,2014/3/31,4,7237,4,0.49533232
2011/10/23,2014/3/31,5,6790,39,0.527921944
2005/3/23,2014/3/31,3,4097,19,0.874869417
2012/8/24,2014/3/31,4,3961,301,0.904890179
2011/9/29,2014/3/31,3,6519,435,0.549777573
2012/11/10,2014/3/31,5,6147,357,0.583024239
2007/6/13,2014/3/31,3,4820,70,0.743325726
2010/4/6,2014/3/31,4,3732,27,0.96
2010/4/23,2014/3/31,7,5686,70,0.630022863
2011/4/24,2014/3/31,6,6855,6,0.522561634
2012/5/28,2014/3/31,4,4520,16,0.7925
2013/1/28,2014/3/31,4,6873,253,0.521149425
2009/2/15,2014/3/31,2,4748,27,0.754366049
2005/5/15,2014/3/31,4,3777,108,0.948292295
2006/4/30,2014/3/31,7,4963,346,0.721660286
2012/9/18,2014/3/31,2,4940,557,0.725
2012/4/4,2014/3/31,3,3837,527,0.933333333
2005/11/30,2014/3/31,3,4123,222,0.86858113
2012/6/26,2014/3/31,6,4209,31,0.850822048
2011/10/21,2014/3/31,2,5684,118,0.63
2008/11/6,2014/3/31,5,5197,448,0.689012892
2009/2/12,2014/3/31,3,4179,487,0.856712132
2010/8/31,2014/3/31,5,5799,103,0.617377134
2008/9/24,2014/3/31,3,5901,108,0.606666667
2012/5/24,2014/3/31,3,4708,674,0.760365336
2012/3/27,2014/3/31,7,6481,92,0.552345317
2012/11/13,2014/3/31,2,5966,501,0.6
2012/10/20,2014/3/31,3,5112,47,0.700193662
2009/11/16,2014/3/31,6,4812,298,0.743805071
2013/2/8,2014/3/31,7,5417,37,0.660660882
2006/3/30,2014/3/31,3,4733,359,0.756116628
2011/8/23,2014/3/31,5,4399,431,0.813503069
2011/8/29,2014/3/31,5,7616,324,0.46981355
2008/1/20,2014/3/31,5,5551,14,0.644564943
2006/4/12,2014/3/31,5,5057,73,0.707403599
2008/4/4,2014/3/31,2,4044,65,0.884591988
2012/12/1,2014/3/31,5,4978,334,0.718521495
2010/6/15,2014/3/31,3,4714,194,0.758705982
2011/7/27,2014/3/31,7,6788,17,0.526888627
2012/2/23,2014/3/31,4,4460,468,0.80190583
2013/2/13,2014/3/31,3,4957,35,0.721440387
2013/1/20,2014/3/31,4,5401,156,0.662125532
2010/7/6,2014/3/31,6,7746,281,0.461666667
2010/6/23,2014/3/31,3,4803,214,0.74453883
2009/9/27,2014/3/31,5,3484,130,1.026268657
2011/1/13,2014/3/31,6,4847,50,0.737672787
2012/7/8,2014/3/31,4,4040,222,0.885
2008/11/3,2014/3/31,6,5081,86,0.703648888
2012/2/4,2014/3/31,6,4610,502,0.775531453
2009/1/1,2014/3/31,5,6506,30,0.549508146
2009/6/1,2014/3/31,4,5678,380,0.629640719
2009/6/16,2014/3/31,6,4125,100,0.866630303
2009/11/24,2014/3/31,5,8085,217,0.442152134
2012/5/18,2014/3/31,4,5915,643,0.604361792
2011/4/11,2014/3/31,6,3574,346,1
2012/7/19,2014/3/31,4,3866,218,0.924286084
2012/1/22,2014/3/31,4,6107,10,0.585084329
2008/1/28,2014/3/31,2,4233,577,0.844082211
2010/7/6,2014/3/31,10,5480,185,0.652
2006/11/21,2014/3/31,3,6153,46,0.580648464
2012/2/20,2014/3/31,4,6882,322,0.519136879
2012/2/22,2014/3/31,6,5896,9,0.605920963
2010/8/20,2014/3/31,3,4020,488,0.888656716
2009/7/18,2014/3/31,4,5560,176,0.6425
2012/9/6,2014/3/31,7,6677,188,0.534933353
2013/1/21,2014/3/31,3,6605,5,0.540726722
2008/6/29,2014/3/31,2,2665,214,1.340131332
2012/5/9,2014/3/31,2,5494,690,0.65
2012/5/10,2014/3/31,3,5242,386,0.681142694
2010/4/13,2014/3/31,5,6920,399,0.515968208
2006/8/28,2014/3/31,5,4828,307,0.739498757
2011/7/1,2014/3/31,3,7197,540,0.496053911
2007/4/27,2014/3/31,2,4350,581,0.820689655
2008/3/3,2014/3/31,4,2980,359,1.197986577
2012/7/19,2014/3/31,4,6678,347,0.534516322
2008/10/17,2014/3/31,4,5553,13,0.642753467
2008/4/18,2014/3/31,5,3729,613,0.957146688
2012/11/6,2014/3/31,5,4216,11,0.846527514
2009/1/23,2014/3/31,3,2379,356,1.5
2007/6/19,2014/3/31,6,6904,111,0.516867034
2011/4/10,2014/3/31,5,4055,355,0.88
2009/9/24,2014/3/31,5,5606,168,0.636526935
2007/6/28,2014/3/31,4,4898,106,0.728530012
2012/10/8,2014/3/31,3,6117,166,0.583333333
2011/7/20,2014/3/31,5,5104,186,0.699006661
2010/4/15,2014/3/31,5,9310,203,0.383209452
2008/9/27,2014/3/31,4,2760,14,1.2925
2010/1/13,2014/3/31,6,4551,41,0.783840914
2010/6/23,2014/3/31,7,5401,425,0.660479541
2012/1/3,2014/3/31,4,4876,138,0.731517637
2011/1/29,2014/3/31,2,4388,469,0.812853236
2011/2/16,2014/3/31,2,4196,492,0.85
2012/7/13,2014/3/31,2,4196,619,0.85
2012/12/18,2014/3/31,3,4840,34,0.73688843
2011/12/15,2014/3/31,4,3348,345,1.065113501
2007/8/25,2014/3/31,5,6037,65,0.590571476
2011/6/18,2014/3/31,2,5942,574,0.6
2012/9/22,2014/3/31,2,3189,217,1.117968015
2011/6/20,2014/3/31,2,5942,592,0.6
2008/6/25,2014/3/31,4,8377,122,0.425535395
2012/10/23,2014/3/31,3,4049,282,0.880316127
2011/3/21,2014/3/31,3,4439,156,0.802937599
2012/8/13,2014/3/31,8,5804,419,0.613973122
2012/4/6,2014/3/31,2,2767,245,1.287809902
2005/2/25,2014/3/31,4,4174,224,0.853632008
2011/12/14,2014/3/31,4,3967,653,0.898159819
2012/2/21,2014/3/31,3,3563,451,1
2009/9/12,2014/3/31,2,4787,5,0.744173804
2011/12/11,2014/3/31,3,4396,520,0.810350318
2011/8/31,2014/3/31,3,3806,9,0.935916973
2012/4/30,2014/3/31,2,3562,696,1
2010/10/10,2014/3/31,5,6634,100,0.536888755
2012/3/28,2014/3/31,4,9258,686,0.384683517
2013/3/14,2014/3/31,5,6875,305,0.518
2013/3/7,2014/3/31,4,5080,140,0.700952756
2011/1/24,2014/3/31,7,8280,206,0.430049517
2005/12/23,2014/3/31,4,8512,314,0.418309445
2011/5/9,2014/3/31,4,4062,246,0.876538651
2006/11/25,2014/3/31,7,7724,151,0.460956758
2012/1/13,2014/3/31,4,4087,44,0.871140201
2009/3/27,2014/3/31,4,7120,418,0.5
2006/11/8,2014/3/31,2,3560,319,1
2010/3/16,2014/3/31,3,5999,478,0.593432239
2007/12/24,2014/3/31,2,3560,591,1
2010/4/20,2014/3/31,4,4160,143,0.855673077
2008/9/16,2014/3/31,2,4101,94,0.867963911
2011/9/12,2014/3/31,3,4022,168,0.884922924
2009/7/25,2014/3/31,3,4362,219,0.815926181
2012/6/23,2014/3/31,4,5284,455,0.673542771
2012/2/16,2014/3/31,3,4176,582,0.852047414
2006/12/26,2014/3/31,3,3991,21,0.89153345
2009/8/20,2014/3/31,2,3342,381,1.064572113
2011/9/17,2014/3/31,7,5258,198,0.676635603
2007/4/21,2014/3/31,5,5802,256,0.613188556
2010/11/20,2014/3/31,4,4447,366,0.8
2011/10/19,2014/3/31,3,4868,237,0.730790879
2013/2/24,2014/3/31,3,4214,279,0.844195539
2010/5/1,2014/3/31,3,4708,173,0.755609601
2011/7/2,2014/3/31,3,3764,488,0.945111583
2012/7/27,2014/3/31,7,6800,109,0.523136765
2013/1/21,2014/3/31,6,11056,275,0.321695007
2013/3/3,2014/3/31,3,4659,144,0.763333333
2010/4/29,2014/3/31,4,6860,17,0.518395044
2005/9/5,2014/3/31,3,3556,312,1
2012/6/8,2014/3/31,4,4786,401,0.743000418
2008/1/25,2014/3/31,5,4773,206,0.744766394
2013/3/2,2014/3/31,5,5822,250,0.610535898
2013/3/15,2014/3/31,4,5806,43,0.612192559
2009/2/13,2014/3/31,5,4478,343,0.793736043
2012/7/4,2014/3/31,2,6467,309,0.549574764
2008/7/10,2014/3/31,3,5535,704,0.642086721
2012/11/6,2014/3/31,3,7109,484,0.4998945
2006/11/5,2014/3/31,5,5099,438,0.696940577
2010/10/6,2014/3/31,2,5091,145,0.697972893
2011/9/26,2014/3/31,2,4095,319,0.867643468
2012/11/5,2014/3/31,2,6460,506,0.55
2011/1/7,2014/3/31,6,6551,19,0.542329415
2011/5/7,2014/3/31,5,4805,19,0.739386056
2013/3/21,2014/3/31,5,4518,200,0.786345728
2008/5/6,2014/3/31,3,4333,48,0.819875375
2008/9/28,2014/3/31,2,5684,249,0.625
2006/3/12,2014/3/31,2,5684,247,0.625
2011/10/18,2014/3/31,2,5684,463,0.625
2011/12/7,2014/3/31,2,5684,247,0.625
2013/1/21,2014/3/31,8,7926,195,0.448151653
2006/7/23,2014/3/31,7,4916,68,0.722493897
2009/3/27,2014/3/31,7,7192,114,0.49384733
2010/1/20,2014/3/31,3,6231,63,0.57
2012/11/16,2014/3/31,6,6255,32,0.567776179
2009/7/28,2014/3/31,2,5870,115,0.605
2012/8/17,2014/3/31,3,4837,92,0.734159603
2008/7/14,2014/3/31,4,4359,9,0.814597385
2013/3/6,2014/3/31,5,4209,76,0.843618437
2010/9/8,2014/3/31,3,5380,237,0.659979554
2009/10/21,2014/3/31,8,6300,25,0.563577778
2006/10/20,2014/3/31,3,5349,12,0.663759581
2011/11/6,2014/3/31,3,3550,458,1
2011/9/27,2014/3/31,4,4714,382,0.75302291
2008/4/5,2014/3/31,5,6049,163,0.586705241
2011/3/15,2014/3/31,3,4092,234,0.867277615
2010/2/3,2014/3/31,2,4127,3,0.859803732
2010/2/15,2014/3/31,5,6333,139,0.56026054
2006/8/3,2014/3/31,3,5895,95,0.601871077
2012/11/30,2014/3/31,5,4992,375,0.710627003
2012/4/28,2014/3/31,3,5601,431,0.633333333
2006/4/17,2014/3/31,4,5551,86,0.639019996
2010/9/28,2014/3/31,7,8433,612,0.420597652
2010/5/6,2014/3/31,5,7055,73,0.502745571
2011/8/25,2014/3/31,5,4727,537,0.750327904
2011/3/11,2014/3/31,3,7330,142,0.483874488
2005/10/28,2014/3/31,6,3891,27,0.911279877
2005/5/8,2014/3/31,4,5898,105,0.60117667
2012/6/1,2014/3/31,5,4890,630,0.725092025
2012/2/21,2014/3/31,4,3732,358,0.95
2013/1/19,2014/3/31,3,3650,253,0.971331507
2010/8/22,2014/3/31,4,4140,171,0.856362319
2013/1/24,2014/3/31,3,5089,322,0.696629986
2012/11/17,2014/3/31,3,3545,487,1
2010/10/15,2014/3/31,4,7500,133,0.472666667
2012/1/9,2014/3/31,3,5756,193,0.615859972
2010/4/28,2014/3/31,3,3924,145,0.903333333
2007/10/31,2014/3/31,2,5335,93,0.664299906
2012/9/4,2014/3/31,4,6329,28,0.559954179
2011/12/15,2014/3/31,4,5551,47,0.638371465
2011/4/20,2014/3/31,8,4632,36,0.765
2010/10/21,2014/3/31,6,5749,325,0.616341973
2011/12/2,2014/3/31,6,6505,16,0.544673328
2008/5/10,2014/3/31,3,5477,226,0.646885156
2010/6/24,2014/3/31,4,5428,545,0.65252395
2011/1/1,2014/3/31,4,4480,492,0.790580357
2011/3/24,2014/3/31,2,5286,251,0.67
2012/1/16,2014/3/31,4,5961,191,0.594118437
2013/3/19,2014/3/31,3,4159,208,0.85148353
2010/1/4,2014/3/31,5,3912,221,0.905112474
2005/7/20,2014/3/31,4,5798,109,0.610693343
2013/2/4,2014/3/31,3,5901,401,0.6
2011/1/14,2014/3/31,2,3934,634,0.9
2007/3/9,2014/3/31,2,3934,525,0.9
2012/5/7,2014/3/31,2,3934,692,0.9
2011/12/28,2014/3/31,4,7868,399,0.45
2010/12/3,2014/3/31,2,3934,430,0.9
2007/4/20,2014/3/31,2,3934,522,0.9
2013/1/1,2014/3/31,2,3934,80,0.9
2010/3/5,2014/3/31,2,3934,533,0.9
2012/12/21,2014/3/31,3,5901,145,0.6
2008/3/18,2014/3/31,2,3404,190,1.04
2012/10/4,2014/3/31,5,4770,33,0.742033543
2012/6/22,2014/3/31,5,10123,460,0.349644374
2010/8/19,2014/3/31,5,6998,21,0.505757359
2011/3/25,2014/3/31,5,3978,158,0.889673203
2008/12/8,2014/3/31,4,5287,307,0.669320976
2013/3/16,2014/3/31,6,6605,132,0.535741105
2011/12/9,2014/3/31,4,4728,4,0.748405245
2011/12/7,2014/3/31,6,4928,4,0.717999188
2008/7/23,2014/3/31,5,5052,236,0.700300871
2010/8/12,2014/3/31,6,6862,368,0.515578549
2012/6/13,2014/3/31,7,7057,128,0.501298002
2010/12/16,2014/3/31,10,8846,12,0.399891476
2012/10/5,2014/3/31,7,9282,96,0.381079509
2009/11/11,2014/3/31,6,3894,339,0.908333333
2013/3/27,2014/3/31,2,3977,343,0.889363842
2011/9/20,2014/3/31,5,6430,328,0.55
2008/3/27,2014/3/31,8,5681,472,0.622443232
2012/7/13,2014/3/31,4,4763,9,0.742231787
2013/1/1,2014/3/31,4,3790,296,0.932770449
2007/8/18,2014/3/31,5,6398,263,0.552524226
2013/1/12,2014/3/31,2,4536,76,0.779332011
2009/5/23,2014/3/31,3,6165,228,0.573333333
2009/9/29,2014/3/31,4,6655,274,0.53107438
2012/7/6,2014/3/31,4,7496,2,0.471423426
2012/10/2,2014/3/31,5,5009,11,0.705410262
2012/12/29,2014/3/31,4,4956,184,0.712881356
2012/10/16,2014/3/31,2,3827,169,0.923177424
2007/1/7,2014/3/31,6,5530,217,0.638871609
2012/9/12,2014/3/31,2,5047,561,0.7
2012/9/12,2014/3/31,2,5047,561,0.7
2012/5/11,2014/3/31,4,4561,71,0.774466126
2008/4/3,2014/3/31,4,4686,92,0.753738796
2013/3/16,2014/3/31,5,9787,302,0.360871564
2012/4/24,2014/3/31,6,4547,635,0.776731911
2004/12/16,2014/3/31,3,5972,647,0.591384796
2006/9/27,2014/3/31,4,4694,239,0.752381764
2010/12/23,2014/3/31,3,3924,578,0.9
2011/5/8,2014/3/31,3,3591,49,0.983333333
2013/1/2,2014/3/31,3,4307,289,0.819851405
2010/1/12,2014/3/31,2,6600,261,0.535
2011/7/8,2014/3/31,4,6629,306,0.532659526
2006/10/15,2014/3/31,2,4154,62,0.85
2005/4/14,2014/3/31,2,4154,317,0.85
2010/11/25,2014/3/31,2,4154,72,0.85
2011/6/18,2014/3/31,3,6231,394,0.566666667
2012/9/2,2014/3/31,4,7201,276,0.490326344
2005/2/1,2014/3/31,3,2386,37,1.479744342
2011/8/23,2014/3/31,3,5651,99,0.624749602
2012/1/25,2014/3/31,4,5030,56,0.701833002
2010/12/13,2014/3/31,8,8794,191,0.401410052
2007/6/20,2014/3/31,4,5851,16,0.603308836
2013/1/27,2014/3/31,6,4170,170,0.846489209
2010/11/24,2014/3/31,5,4700,229,0.750948936
2007/9/5,2014/3/31,4,4646,101,0.759662075
2010/10/22,2014/3/31,4,5375,163,0.656613953
2006/6/20,2014/3/31,2,5152,299,0.685
2013/2/16,2014/3/31,3,3973,285,0.888243141
2012/7/3,2014/3/31,7,6303,85,0.559793749
2012/9/12,2014/3/31,5,8440,28,0.418
2009/1/13,2014/3/31,3,5090,69,0.693045187
2012/8/25,2014/3/31,2,5644,581,0.625
2013/2/1,2014/3/31,5,5495,265,0.641938126
2012/6/17,2014/3/31,5,5542,207,0.636481415
2008/10/24,2014/3/31,5,4862,413,0.725452489
2009/7/19,2014/3/31,3,4466,97,0.789693238
